loc_code,general_hh_apt_inc,foreign_hh_apt_inc,demolished_apt_inc,natural_demand,internal_invest_demand,avg_trade_price_y3,multi_homeowner_inc_y3,local_buyer_ratio_y3,internal_invest_demand_3yr_wgt_y3,internal_invest_demand_y1,internal_invest_demand_y2,external_invest_demand,absorbed_supply_y3,nonlocal_buyer_ratio_y3,external_invest_demand_3yr_wgt_y3,external_invest_demand_y1,external_invest_demand_y2,total_invest_demand,new_demand_volume,own_hh_apt_move_demand,py_bprice_y3,bprice_threshold_ratio,income_quintile,own_hh_ratio,own_move_plan_yn,rent_hh_apt_move_demand,rent_hh_ratio,rent_move_plan_yn,nonapt_move_demand,nonapt_hh_ratio,nonapt_move_plan_yn,nonapt_price_adj,total_move_demand,single_and_foreign_hh_inc,single_foreign_own_occ_ratio,multi_hh_and_demolished_hh_inc,multi_demolished_own_occ_ratio,hh_increase_demand,unsold_level_ratio,unsold_level_adj_ratio,total_invest_demand_eff,effective_demand,supply_volume_3y,effective_demand_to_supply,supply_demand_grade,base_date
48127,313,5,14,333,,826,56,0.57,0.5,,,,0,0.43,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,0.41,0.4,0.6,0,695,0.3,-363,0.7,0,0.0,1.0,,0,0,,C,202605
48129,744,14,0,758,2,737,42,0.77,0.5,-6,2,76,3072,0.23,0.5,18,26,77,835,292,1423,0.55,0.72,0.74,0.05,173,0.26,0.2,42,0.38,0.4,0.6,507,869,0.3,-112,0.7,132,0.0,1.0,77,716,1390,1.94,C,202605
48720,7,0,0,8,,664,114,0.92,0.5,,,,0,0.08,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,8.23,0.4,0.6,0,16,0.3,-9,0.7,0,0.0,1.0,,0,13,,C,202605
48730,0,9,0,9,,526,29,0.68,0.5,,,,0,0.32,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,1.49,0.4,0.6,0,109,0.3,-100,0.7,0,0.0,1.0,,0,0,,C,202605
48740,13,4,0,16,,485,152,0.71,0.5,,,,1,0.29,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,3.59,0.4,0.6,0,72,0.3,-56,0.7,0,0.0,1.0,,0,50,,C,202605
48820,21,2,60,84,7,490,21,0.65,0.5,6,11,9,254,0.35,0.5,2,4,16,100,37,1010,0.55,0.87,0.74,0.05,8,0.26,0.2,37,3.47,0.4,0.6,82,50,0.3,34,0.7,34,0.02,0.4,6,122,66,0.54,A,202605
48840,3,0,0,3,,543,-8,0.68,0.5,,,,0,0.32,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,10.01,0.4,0.6,0,19,0.3,-15,0.7,0,0.02,0.4,,0,25,,C,202605
48850,0,1,0,1,,411,30,0.72,0.5,,,,0,0.28,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,6.76,0.4,0.6,0,24,0.3,-23,0.7,0,0.0,1.0,,0,0,,C,202605
48860,12,1,0,13,,630,34,0.76,0.5,,,,16,0.24,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,10.55,0.4,0.6,0,17,0.3,-4,0.7,0,0.02,0.4,,0,26,,C,202605
48870,8,1,0,9,,726,0,0.8,0.5,,,,-3,0.2,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,4.58,0.4,0.6,0,29,0.3,-20,0.7,0,0.03,0.4,,0,11,,C,202605
48880,111,2,0,113,,673,150,0.82,0.5,,,,-44,0.18,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,2.21,0.4,0.6,0,135,0.3,-22,0.7,0,0.01,0.8,,0,16,,C,202605
48890,0,0,0,1,,620,49,0.8,0.5,,,,0,0.2,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,11.33,0.4,0.6,0,18,0.3,-17,0.7,0,0.0,1.0,,0,0,,C,202605
50000,1349,25,0,1374,102,1287,191,0.83,0.5,63,194,39,721,0.17,0.5,4,76,141,1516,333,2072,0.55,0.47,0.74,0.05,115,0.26,0.2,224,2.08,0.4,0.6,672,1046,0.3,328,0.7,256,0.02,0.4,56,984,1259,1.28,B,202605
50110,1025,18,0,1044,83,1355,232,0.89,0.5,34,147,27,652,0.11,0.5,4,52,109,1153,274,2072,0.55,0.48,0.74,0.05,115,0.26,0.2,174,1.87,0.4,0.6,563,813,0.3,231,0.7,195,0.02,0.4,44,802,1221,1.52,C,202605
50130,301,7,0,308,,1030,-41,0.68,0.5,,,,69,0.32,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,2.75,0.4,0.6,0,220,0.3,88,0.7,0,0.02,0.4,,0,38,,C,202605
